model,attack,test_dataset,time,mean_time,mean_iterations,eps,iter,mean_psnr,mean_vmaf,clear_correct,attacked_success,target_success,num_total,metric_workers
tsm,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,990.1541,9.403,18.39,8.0,20,50.282959007476784,99.66112174626866,67,47,44,100,12
tsn,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,432.622,3.7979,16.47,8.0,20,57.530081792724644,98.19677408333337,72,60,60,100,12
uniformerv2,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,710.5049,6.413,13.57,8.0,20,53.166557478292596,89.50230233841155,88,86,86,100,12
amd,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,838.2676,7.6184,9.97,8.0,20,56.52119485675631,92.32724160053799,80,80,80,100,12
videomae,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,1298.8772,11.8437,11.02,8.0,20,54.716093250213646,99.45099600000003,84,84,84,100,12
slowonly,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,2664.7474,25.6343,20.0,8.0,20,57.265904983981024,99.46211793023252,43,0,0,100,12
c2d,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,698.9693,10.0393,14.06,8.0,20,54.615849447319846,97.08249246753245,77,77,77,100,12
tpn,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,1530.3757,14.5702,15.65,8.0,20,53.57278634795627,95.32767301919513,71,56,56,100,12
videomaev2,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,1642.5975,15.6144,15.27,8.0,20,55.20877651475342,99.45185553333334,90,89,89,100,12
r2plus1d,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,1285.7145,12.0659,14.31,8.0,20,57.691336746623016,95.33301126107696,52,50,50,100,12
onepeace,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,5011.3723,50.3146,17.78,8.0,20,56.35303165435888,99.59285708219178,73,59,50,100,12
uniformer,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,1457.4252,13.4959,12.4,8.0,20,59.1643964323062,99.57158260493824,81,81,81,100,12
tanet,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,1925.7573,18.7782,17.47,8.0,20,54.50193361357674,95.31617773962985,68,58,56,100,12
mvitv2,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,1654.8613,15.0809,9.9,8.0,20,60.322269133939585,99.514552382716,81,81,81,100,12
videoswin,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,3230.297,30.9249,13.12,8.0,20,55.05185586559915,96.8098934535868,81,78,78,100,12
actionclip,korhonen_et_al_target_no_defence_non-adaptive,Kinetics400Dataset,513.7876,4.4813,20.0,8.0,20,53.21551366312621,98.86537828358205,67,66,66,100,12
timesformer,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,355.91,3.1424,20.0,8.0,20,53.31874838194843,99.2636414142857,70,12,0,100,12
tsmnonlocal,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,841.2735,7.8752,20.0,8.0,20,53.96528732696485,74.79177343859256,57,18,0,100,12
tsm,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,1089.1019,10.3521,20.0,8.0,20,54.58709862371226,99.67814413207546,53,13,1,100,12
tsn,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,527.7656,4.7714,20.0,8.0,20,58.240125229195954,99.62475526470588,68,17,0,100,12
uniformerv2,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,962.1927,8.9654,20.0,8.0,20,54.254776946785235,97.60836860674159,89,12,0,100,12
ila,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,855.3172,8.0202,20.0,8.0,20,55.45511473209118,74.806479505638,73,8,1,100,12
amd,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,1311.3874,12.2355,20.0,8.0,20,54.49784622757348,92.26163581968378,74,11,1,100,12
tadaformer,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,3228.3243,31.5463,20.0,8.0,20,55.94514435298445,98.98393789411767,85,2,0,100,12
videomae,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,2151.681,20.4729,20.0,8.0,20,54.3650449463859,98.21848050000001,84,11,0,100,12
slowonly,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,2738.2081,26.9394,20.0,8.0,20,62.43427699372478,99.51744809090908,33,5,0,100,12
onepeace,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,5716.9756,56.6251,20.0,8.0,20,57.818866939643094,99.58726024999999,76,12,0,100,12
tpn,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,1922.0727,18.2174,20.0,8.0,20,54.86808981871432,97.98150281250003,64,17,2,100,12
c2d,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,1557.0435,14.4835,20.0,8.0,20,54.902648291473454,95.32944919701399,62,10,0,100,12
videomaev2,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,2149.2083,20.5703,20.0,8.0,20,55.41271033949611,98.34628667415728,89,10,0,100,12
r2plus1d,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,1713.1101,15.9525,20.0,8.0,20,55.40593995209226,95.33511734858699,50,24,1,100,12
tanet,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,2264.7666,21.5236,20.0,8.0,20,55.12657973566802,95.30078945138213,58,16,0,100,12
uniformer,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,2122.5266,20.0143,19.98,8.0,20,57.36910874342243,98.28829372500003,80,10,1,100,12
mvitv2,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,2584.6658,24.323,20.0,8.0,20,57.43941219153183,98.24516925609758,82,11,0,100,12
videoswin,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,4867.4213,47.5022,20.0,8.0,20,55.292363000295495,99.27510863157896,76,7,0,100,12
actionclip,korhonen_et_al_target_rotate_adaptive,Kinetics400Dataset,552.8628,4.8829,20.0,8.0,20,56.77579574161637,98.92535150000002,70,8,0,100,12
timesformer,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,355.0353,3.1303,19.74,8.0,20,51.11379447791093,99.31994745945944,74,32,29,100,12
tsmnonlocal,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,808.8025,7.5636,19.06,8.0,20,49.76961346614993,96.41876750000002,66,49,48,100,12
ila,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,761.2091,7.1957,18.04,8.0,20,54.64533274573288,74.80376674886989,82,73,73,100,12
tsm,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,1002.7216,9.5027,18.39,8.0,20,50.28360909781488,98.17186462686566,67,47,44,100,12
tsn,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,520.6734,4.6559,16.47,8.0,20,57.53033831107052,99.5775973888889,72,60,60,100,12
uniformerv2,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,853.3161,7.8365,16.07,8.0,20,53.974337716087796,89.58825732831282,87,82,82,100,12
amd,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,1302.6757,12.216,19.09,8.0,20,55.3264688195919,92.37855709250513,80,68,64,100,12
videomae,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,2164.7796,20.6169,19.43,8.0,20,54.16836904640306,99.46729181707315,82,65,58,100,12
tpn,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,1963.4674,18.6965,19.25,8.0,20,54.39117584539864,95.33777233132392,69,44,44,100,12
tadaformer,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,3264.6026,31.7789,20.0,8.0,20,57.128798090257845,94.11226022953595,89,17,13,100,12
slowonly,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,2880.4287,27.8314,20.0,8.0,20,57.5593212670274,95.35272447088013,40,1,1,100,12
videomaev2,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,2195.5314,21.0205,19.97,8.0,20,56.44708321422046,99.48144607954542,88,29,23,100,12
onepeace,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,5319.3872,53.1802,18.9,8.0,20,57.75013976841083,99.60318193150682,73,54,30,100,12
c2d,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,1500.5376,14.0387,19.08,8.0,20,54.831599521724634,99.62009161842103,76,68,67,100,12
r2plus1d,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,1793.1858,16.9095,20.0,8.0,20,57.439158907073704,95.3552803916806,53,41,18,100,12
tanet,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,2092.0894,20.6288,17.4,8.0,20,54.519016827555156,99.58568248529407,68,60,57,100,12
uniformer,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,2182.4483,20.5814,19.86,8.0,20,59.1778975362945,99.56189625316452,79,34,19,100,12
mvitv2,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,2673.1626,25.4005,19.9,8.0,20,59.12186458223367,99.48085204819277,83,41,27,100,12
videoswin,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,4755.6032,46.2398,18.81,8.0,20,55.11304409509192,99.29578226250001,80,48,45,100,12
actionclip,korhonen_et_al_target_shuffle_adaptive,Kinetics400Dataset,567.1525,5.0418,20.0,8.0,20,54.58019902362032,98.91839194117648,68,66,64,100,12
timesformer,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,431.3439,3.8365,18.15,8.0,20,51.59276619597843,99.24183274647888,71,58,58,100,12
tsmnonlocal,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,800.331,7.5022,19.0,8.0,20,49.64236474774689,99.36578708571425,70,53,52,100,12
ila,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,794.0988,7.5629,18.02,8.0,20,54.64890605010185,99.46540325609753,82,74,74,100,12
tsm,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,1005.9317,9.5801,18.39,8.0,20,50.28416094076665,99.66136914925374,67,47,44,100,12
tsn,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,515.6009,4.6437,16.49,8.0,20,57.52383455404131,99.57776184722223,72,60,60,100,12
uniformerv2,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,1195.1036,11.6011,14.78,8.0,20,54.15565823245599,98.79148696551721,87,82,82,100,12
amd,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,1454.7633,13.9326,11.65,8.0,20,57.328060154499035,98.72001716666671,78,78,78,100,12
videomae,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,1985.4817,19.0862,10.53,8.0,20,57.3840356930579,99.45467550684927,73,73,73,100,12
tadaformer,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,4242.4451,42.4099,19.64,8.0,20,56.632489207771165,98.96366035714287,84,40,39,100,12
onepeace,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,5128.0966,51.8368,17.14,8.0,20,58.6493076396375,98.0146514769231,65,58,46,100,12
slowonly,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,3299.3317,34.2756,20.0,8.0,20,53.14015142129521,99.45155977419354,31,1,1,100,12
tpn,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,2094.5907,22.0043,14.63,8.0,20,55.59901237438791,95.31687241543892,60,55,55,100,12
videomaev2,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,2351.7073,22.9635,14.07,8.0,20,57.73873414960867,99.41475267415733,89,89,89,100,12
c2d,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,1820.8825,18.5637,14.51,8.0,20,55.99650372659226,99.58943189855073,69,69,69,100,12
tanet,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,2029.1358,20.0693,17.43,8.0,20,54.5093745593598,98.11590207352941,68,60,55,100,12
uniformer,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,2934.3894,28.7097,11.64,8.0,20,61.7737386027503,98.3013047530864,81,81,81,100,12
videoswin,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,4666.7222,46.5741,13.19,8.0,20,56.535376104697676,98.02934961250003,80,78,78,100,12
r2plus1d,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,2026.4062,20.3872,14.3,8.0,20,59.4037179506688,95.34739429247074,47,46,46,100,12
mvitv2,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,3378.5265,33.6919,10.21,8.0,20,62.554685439680156,99.42377562337663,77,77,77,100,12
actionclip,korhonen_et_al_target_temporal_median_adaptive,Kinetics400Dataset,1187.0843,12.0473,20.0,8.0,20,54.87050587832126,98.85426950793654,63,62,60,100,12
timesformer,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,258.6152,2.0879,13.81,8.0,20,31.94404678434506,91.74910196103896,77,64,59,100,12
tsmnonlocal,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,663.498,6.0972,15.8,8.0,20,31.438739264049172,93.06844212121207,66,58,55,100,12
ila,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,753.5333,7.1361,18.4,8.0,20,31.088104260490848,96.2319814,80,56,56,100,12
tsm,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,857.0216,8.2145,16.04,8.0,20,31.495500734653966,92.90011513432836,67,51,50,100,12
tsn,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,508.0312,4.467,19.47,8.0,20,34.04794829632121,86.45226013812821,66,38,33,100,12
uniformerv2,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,691.0814,6.34,15.52,8.0,20,31.185955178958604,87.73122301136364,88,83,83,100,12
amd,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,386.316,7.0587,11.08,8.0,20,32.48879319208909,82.85652028689329,78,71,69,100,12
tpn,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1269.4037,11.8206,14.75,8.0,20,32.06121990840483,91.41280259999999,75,61,60,100,12
videomae,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1358.6612,12.3191,13.37,8.0,20,31.84824329894322,89.36820721951219,82,77,74,100,12
videomaev2,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1463.4142,13.7489,15.0,8.0,20,31.536143283800953,88.17882639325842,89,76,74,100,12
slowonly,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,2567.4741,24.6961,20.0,8.0,20,33.73258477200491,99.32426502325579,43,1,1,100,12
onepeace,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,5512.1308,54.7557,19.93,8.0,20,33.50286735699845,96.31063597260274,73,34,3,100,12
tadaformer,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,3049.5186,29.5348,19.85,8.0,20,30.972188389657287,82.53988842352943,85,31,23,100,12
c2d,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,994.288,9.0729,15.15,8.0,20,31.501833508370435,93.39178256756757,74,73,72,100,12
r2plus1d,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1145.9758,10.4579,15.71,8.0,20,31.304050057947332,89.26914630769231,52,51,49,100,12
tanet,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1627.9367,15.6639,15.92,8.0,20,31.385829860062653,88.15061626520915,66,58,53,100,12
uniformer,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1774.3813,16.4093,16.96,8.0,20,33.45038997727831,92.98561500445854,81,75,70,100,12
mvitv2,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1528.5983,13.4052,12.45,8.0,20,34.267557020712,91.77705142682925,82,75,75,100,12
videoswin,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,3711.6083,38.3164,17.91,8.0,20,30.91083987076442,91.97637801234569,81,51,41,100,12
actionclip,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,434.4439,3.6762,20.0,8.0,20,34.47467997398148,93.56979033333334,69,67,65,100,12
internvideo,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,319.6929,2.2647,9.51,8.0,20,35.42492237441014,91.03231577333335,75,66,52,100,12
i3d,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,678.544,14.514,14.0,8.0,20,31.664176095925676,82.67686442857143,14,13,13,38,12
slowfast,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,763.429,16.445,13.08,8.0,20,33.40029561509088,81.50098425,12,9,9,40,12
i3dnonlocal,mifgsm_target_crop_resize_adaptive,Kinetics400Dataset,773.9781,17.2205,14.33,8.0,20,31.94299579240717,83.67669833333332,9,9,9,40,12
timesformer,mifgsm_target_flip_adaptive,Kinetics400Dataset,243.4382,1.9094,11.66,8.0,20,34.94880390057461,73.48599073982327,79,64,62,100,12
tsmnonlocal,mifgsm_target_flip_adaptive,Kinetics400Dataset,601.4678,5.7535,14.46,8.0,20,33.199300270168635,96.89222441538462,65,58,58,100,12
ila,mifgsm_target_flip_adaptive,Kinetics400Dataset,672.9275,6.476,16.53,8.0,20,33.060971661638696,97.69728083950618,81,71,71,100,12
tsm,mifgsm_target_flip_adaptive,Kinetics400Dataset,710.3367,6.8416,13.37,8.0,20,34.870101243632284,97.73620193846158,65,46,46,100,12
tsn,mifgsm_target_flip_adaptive,Kinetics400Dataset,393.5163,3.2778,16.97,8.0,20,35.78756563528806,95.9082566818182,66,47,46,100,12
uniformerv2,mifgsm_target_flip_adaptive,Kinetics400Dataset,444.4575,3.7854,8.09,8.0,20,36.386966970684185,94.97932875280904,89,87,87,100,12
amd,mifgsm_target_flip_adaptive,Kinetics400Dataset,493.8815,3.6002,4.23,8.0,20,40.003086946491806,95.25917426582278,79,79,79,100,12
videomae,mifgsm_target_flip_adaptive,Kinetics400Dataset,680.2877,4.1257,4.0,8.0,20,40.16473617582184,97.79517086904761,84,84,84,100,12
tpn,mifgsm_target_flip_adaptive,Kinetics400Dataset,866.3368,8.3157,10.25,8.0,20,36.45567003459754,97.6128270136986,73,55,55,100,12
onepeace,mifgsm_target_flip_adaptive,Kinetics400Dataset,2274.6127,23.0113,8.01,8.0,20,38.3477124822656,89.32780469829596,74,64,64,100,12
videomaev2,mifgsm_target_flip_adaptive,Kinetics400Dataset,801.5823,6.7849,7.05,8.0,20,36.9178028650476,95.7011531098901,91,91,91,100,12
slowonly,mifgsm_target_flip_adaptive,Kinetics400Dataset,2541.5687,24.4224,20.0,8.0,20,34.486228172627435,99.33524213953484,43,1,1,100,12
tadaformer,mifgsm_target_flip_adaptive,Kinetics400Dataset,2682.8825,26.2397,17.61,8.0,20,32.740826036941456,84.40649982758622,87,80,80,100,12
c2d,mifgsm_target_flip_adaptive,Kinetics400Dataset,690.8365,4.5378,7.35,8.0,20,36.495445633435594,96.61706678378374,74,71,71,100,12
r2plus1d,mifgsm_target_flip_adaptive,Kinetics400Dataset,1042.5825,8.7241,11.04,8.0,20,33.43759172462294,91.35714206413826,57,56,56,100,12
tanet,mifgsm_target_flip_adaptive,Kinetics400Dataset,1440.713,13.7887,14.21,8.0,20,33.65375139749401,94.34909449999998,66,60,56,100,12
uniformer,mifgsm_target_flip_adaptive,Kinetics400Dataset,1498.348,10.3127,8.53,8.0,20,38.00130024966521,95.6661400593869,81,81,81,100,12
mvitv2,mifgsm_target_flip_adaptive,Kinetics400Dataset,1250.327,6.426,4.82,8.0,20,41.088951094637146,96.28544986585365,82,82,82,100,12
videoswin,mifgsm_target_flip_adaptive,Kinetics400Dataset,290.03,30.1381,13.66,8.0,20,34.4510512454059,95.955725325,80,69,65,100,12
actionclip,mifgsm_target_flip_adaptive,Kinetics400Dataset,439.5437,3.7289,20.0,8.0,20,35.6150188286743,95.36507854411764,68,68,68,100,12
x3d,mifgsm_target_flip_adaptive,Kinetics400Dataset,479.2023,14.0426,6.86,8.0,20,37.83913730396555,96.59308742857142,14,13,13,32,12
timesformer,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,312.1922,2.8109,13.72,8.0,20,31.597321555137814,86.47143494444441,72,62,55,100,12
tsmnonlocal,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,686.1013,6.2784,16.04,8.0,20,31.385084248112303,87.89295429629628,54,47,42,100,12
ila,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,785.5069,7.5081,18.52,8.0,20,30.94204618187434,88.93325386666666,75,59,59,100,12
tsm,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,896.77,8.2114,15.11,8.0,20,31.560932252771558,88.13041412280698,57,44,38,100,12
tsn,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,686.9427,6.3207,19.59,8.0,20,33.927834028512564,92.12137823728814,59,37,33,100,12
uniformerv2,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,974.8666,9.1763,14.99,8.0,20,31.43186925185554,79.53312578571429,84,78,74,100,12
amd,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,1093.9896,10.0895,7.51,8.0,20,34.519330853111136,78.1549485456133,75,74,71,100,12
videomae,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,1796.8374,16.4856,8.14,8.0,20,34.36020712453672,84.88007942197433,79,78,77,100,12
tpn,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,693.7025,17.9064,14.03,8.0,20,31.789955981762997,83.71029401562498,64,52,50,100,12
videomaev2,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,1821.9935,17.2045,11.38,8.0,20,32.20193334828915,81.66802712790698,86,80,78,100,12
c2d,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,1568.6591,14.6815,13.51,8.0,20,31.845887284659394,87.28144623076925,65,64,61,100,12
tadaformer,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,3546.9123,34.8713,19.93,8.0,20,30.90896204269027,76.33899760493826,81,45,41,100,12
onepeace,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,4136.0655,40.4938,14.22,8.0,20,34.18054108713817,95.7156556153846,65,54,29,100,12
slowonly,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,3140.6959,31.2636,19.62,8.0,20,31.828843930998392,95.53648667500002,40,12,5,100,12
r2plus1d,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,1780.3204,16.7246,14.02,8.0,20,31.664170388162844,82.33860532558137,43,43,38,100,12
tanet,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,2255.1244,21.9409,15.2,8.0,20,31.304257373591483,82.03161473214286,56,52,48,100,12
uniformer,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,1106.8606,28.0402,13.89,8.0,20,33.787519118856814,87.60836786199557,80,78,75,100,12
mvitv2,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,3206.6029,30.1952,9.04,8.0,20,35.70819038031429,87.44649531897848,77,75,73,100,12
videoswin,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,295.5263,50.3439,15.53,8.0,20,31.374460719464583,83.11544169678916,77,65,57,100,12
actionclip,mifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,767.4143,7.103,20.0,8.0,20,34.41151813940923,88.01104965671645,67,67,66,100,12
timesformer,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,238.1421,1.8273,11.3,8.0,20,35.05033022206835,73.40625481676108,79,68,66,100,12
